unit,timestamp,start,end,value
count,2024-01-30 18:45:00,2024-01-30 18:45:00,2024-01-30 18:46:00,488.0
count,2024-01-30 19:00:00,2024-01-30 19:00:00,2024-01-30 19:01:00,350.0
count,2024-01-30 20:00:00,2024-01-30 20:00:00,2024-01-30 20:01:00,257.0
count,2024-01-30 20:15:00,2024-01-30 20:15:00,2024-01-30 20:16:00,439.0
count,2024-01-30 20:45:00,2024-01-30 20:45:00,2024-01-30 20:46:00,159.0
count,2024-01-30 21:45:00,2024-01-30 21:45:00,2024-01-30 21:46:00,347.0
count,2024-01-30 22:00:00,2024-01-30 22:00:00,2024-01-30 22:01:00,74.0
count,2024-01-30 22:15:00,2024-01-30 22:15:00,2024-01-30 22:16:00,379.0
count,2024-01-30 23:00:00,2024-01-30 23:00:00,2024-01-30 23:01:00,342.0
count,2024-01-30 23:30:00,2024-01-30 23:30:00,2024-01-30 23:31:00,409.0
count,2024-01-31 01:15:00,2024-01-31 01:15:00,2024-01-31 01:16:00,207.0
count,2024-01-31 02:30:00,2024-01-31 02:30:00,2024-01-31 02:31:00,371.0
count,2024-01-31 02:45:00,2024-01-31 02:45:00,2024-01-31 02:46:00,494.0
count,2024-01-31 03:00:00,2024-01-31 03:00:00,2024-01-31 03:01:00,72.0
count,2024-01-31 03:15:00,2024-01-31 03:15:00,2024-01-31 03:16:00,332.0
count,2024-01-31 03:30:00,2024-01-31 03:30:00,2024-01-31 03:31:00,485.0
count,2024-01-31 03:45:00,2024-01-31 03:45:00,2024-01-31 03:46:00,157.0
count,2024-01-31 04:30:00,2024-01-31 04:30:00,2024-01-31 04:31:00,410.0
count,2024-01-31 05:00:00,2024-01-31 05:00:00,2024-01-31 05:01:00,77.0
count,2024-01-31 05:15:00,2024-01-31 05:15:00,2024-01-31 05:16:00,472.0
count,2024-01-31 05:30:00,2024-01-31 05:30:00,2024-01-31 05:31:00,468.0
count,2024-01-31 05:45:00,2024-01-31 05:45:00,2024-01-31 05:46:00,85.0
count,2024-01-31 06:15:00,2024-01-31 06:15:00,2024-01-31 06:16:00,477.0
count,2024-01-31 06:30:00,2024-01-31 06:30:00,2024-01-31 06:31:00,135.0
count,2024-01-31 06:45:00,2024-01-31 06:45:00,2024-01-31 06:46:00,7.0
count,2024-01-31 07:00:00,2024-01-31 07:00:00,2024-01-31 07:01:00,263.0
count,2024-01-31 07:45:00,2024-01-31 07:45:00,2024-01-31 07:46:00,134.0
count,2024-01-31 08:45:00,2024-01-31 08:45:00,2024-01-31 08:46:00,163.0
count,2024-01-31 09:00:00,2024-01-31 09:00:00,2024-01-31 09:01:00,234.0
count,2024-01-31 09:30:00,2024-01-31 09:30:00,2024-01-31 09:31:00,175.0
count,2024-01-31 10:00:00,2024-01-31 10:00:00,2024-01-31 10:01:00,335.0
count,2024-01-31 10:15:00,2024-01-31 10:15:00,2024-01-31 10:16:00,93.0
count,2024-01-31 10:45:00,2024-01-31 10:45:00,2024-01-31 10:46:00,175.0
count,2024-01-31 11:15:00,2024-01-31 11:15:00,2024-01-31 11:16:00,377.0
count,2024-01-31 12:00:00,2024-01-31 12:00:00,2024-01-31 12:01:00,86.0
count,2024-01-31 13:30:00,2024-01-31 13:30:00,2024-01-31 13:31:00,204.0
count,2024-01-31 14:00:00,2024-01-31 14:00:00,2024-01-31 14:01:00,105.0
count,2024-01-31 14:15:00,2024-01-31 14:15:00,2024-01-31 14:16:00,222.0
count,2024-01-31 14:30:00,2024-01-31 14:30:00,2024-01-31 14:31:00,168.0
count,2024-01-31 14:45:00,2024-01-31 14:45:00,2024-01-31 14:46:00,411.0
count,2024-01-31 15:00:00,2024-01-31 15:00:00,2024-01-31 15:01:00,193.0
count,2024-01-31 15:45:00,2024-01-31 15:45:00,2024-01-31 15:46:00,122.0
count,2024-01-31 16:15:00,2024-01-31 16:15:00,2024-01-31 16:16:00,165.0
count,2024-01-31 16:30:00,2024-01-31 16:30:00,2024-01-31 16:31:00,6.0
count,2024-01-31 16:45:00,2024-01-31 16:45:00,2024-01-31 16:46:00,30.0
count,2024-01-31 17:00:00,2024-01-31 17:00:00,2024-01-31 17:01:00,244.0
count,2024-01-31 17:30:00,2024-01-31 17:30:00,2024-01-31 17:31:00,456.0
count,2024-01-31 17:45:00,2024-01-31 17:45:00,2024-01-31 17:46:00,136.0
count,2024-01-31 18:00:00,2024-01-31 18:00:00,2024-01-31 18:01:00,246.0
count,2024-01-31 18:30:00,2024-01-31 18:30:00,2024-01-31 18:31:00,274.0
count,2024-01-31 19:30:00,2024-01-31 19:30:00,2024-01-31 19:31:00,57.0
count,2024-01-31 21:30:00,2024-01-31 21:30:00,2024-01-31 21:31:00,331.0
count,2024-01-31 21:45:00,2024-01-31 21:45:00,2024-01-31 21:46:00,82.0
count,2024-01-31 22:00:00,2024-01-31 22:00:00,2024-01-31 22:01:00,17.0
count,2024-01-31 22:30:00,2024-01-31 22:30:00,2024-01-31 22:31:00,463.0
count,2024-01-31 22:45:00,2024-01-31 22:45:00,2024-01-31 22:46:00,39.0
count,2024-01-31 23:15:00,2024-01-31 23:15:00,2024-01-31 23:16:00,251.0
count,2024-01-31 23:30:00,2024-01-31 23:30:00,2024-01-31 23:31:00,336.0
count,2024-01-31 23:45:00,2024-01-31 23:45:00,2024-01-31 23:46:00,166.0
count,2024-02-01 01:00:00,2024-02-01 01:00:00,2024-02-01 01:01:00,384.0
count,2024-02-01 01:30:00,2024-02-01 01:30:00,2024-02-01 01:31:00,347.0
count,2024-02-01 02:15:00,2024-02-01 02:15:00,2024-02-01 02:16:00,259.0
count,2024-02-01 02:45:00,2024-02-01 02:45:00,2024-02-01 02:46:00,19.0
count,2024-02-01 03:45:00,2024-02-01 03:45:00,2024-02-01 03:46:00,440.0
count,2024-02-01 04:00:00,2024-02-01 04:00:00,2024-02-01 04:01:00,389.0
count,2024-02-01 04:30:00,2024-02-01 04:30:00,2024-02-01 04:31:00,242.0
count,2024-02-01 04:45:00,2024-02-01 04:45:00,2024-02-01 04:46:00,75.0
count,2024-02-01 05:45:00,2024-02-01 05:45:00,2024-02-01 05:46:00,88.0
count,2024-02-01 06:00:00,2024-02-01 06:00:00,2024-02-01 06:01:00,37.0
count,2024-02-01 06:15:00,2024-02-01 06:15:00,2024-02-01 06:16:00,438.0
count,2024-02-01 07:00:00,2024-02-01 07:00:00,2024-02-01 07:01:00,384.0
count,2024-02-01 07:15:00,2024-02-01 07:15:00,2024-02-01 07:16:00,68.0
count,2024-02-01 08:00:00,2024-02-01 08:00:00,2024-02-01 08:01:00,34.0
count,2024-02-01 08:30:00,2024-02-01 08:30:00,2024-02-01 08:31:00,484.0
count,2024-02-01 09:15:00,2024-02-01 09:15:00,2024-02-01 09:16:00,155.0
count,2024-02-01 09:30:00,2024-02-01 09:30:00,2024-02-01 09:31:00,132.0
count,2024-02-01 09:45:00,2024-02-01 09:45:00,2024-02-01 09:46:00,349.0
count,2024-02-01 10:00:00,2024-02-01 10:00:00,2024-02-01 10:01:00,362.0
count,2024-02-01 10:30:00,2024-02-01 10:30:00,2024-02-01 10:31:00,272.0
count,2024-02-01 10:45:00,2024-02-01 10:45:00,2024-02-01 10:46:00,92.0
count,2024-02-01 11:15:00,2024-02-01 11:15:00,2024-02-01 11:16:00,296.0
count,2024-02-01 12:00:00,2024-02-01 12:00:00,2024-02-01 12:01:00,448.0
count,2024-02-01 12:45:00,2024-02-01 12:45:00,2024-02-01 12:46:00,325.0
count,2024-02-01 13:00:00,2024-02-01 13:00:00,2024-02-01 13:01:00,444.0
count,2024-02-01 13:15:00,2024-02-01 13:15:00,2024-02-01 13:16:00,25.0
count,2024-02-01 14:00:00,2024-02-01 14:00:00,2024-02-01 14:01:00,88.0
count,2024-02-01 14:15:00,2024-02-01 14:15:00,2024-02-01 14:16:00,203.0
count,2024-02-01 14:30:00,2024-02-01 14:30:00,2024-02-01 14:31:00,466.0
count,2024-02-01 15:30:00,2024-02-01 15:30:00,2024-02-01 15:31:00,423.0
count,2024-02-01 16:30:00,2024-02-01 16:30:00,2024-02-01 16:31:00,41.0
count,2024-02-01 16:45:00,2024-02-01 16:45:00,2024-02-01 16:46:00,278.0
count,2024-02-01 17:15:00,2024-02-01 17:15:00,2024-02-01 17:16:00,487.0
count,2024-02-01 17:30:00,2024-02-01 17:30:00,2024-02-01 17:31:00,377.0
count,2024-02-01 17:45:00,2024-02-01 17:45:00,2024-02-01 17:46:00,184.0
count,2024-02-01 18:00:00,2024-02-01 18:00:00,2024-02-01 18:01:00,471.0
count,2024-02-01 18:15:00,2024-02-01 18:15:00,2024-02-01 18:16:00,478.0
count,2024-02-01 18:30:00,2024-02-01 18:30:00,2024-02-01 18:31:00,366.0
count,2024-02-01 18:45:00,2024-02-01 18:45:00,2024-02-01 18:46:00,307.0
count,2024-02-01 19:45:00,2024-02-01 19:45:00,2024-02-01 19:46:00,247.0
count,2024-02-01 20:00:00,2024-02-01 20:00:00,2024-02-01 20:01:00,284.0
count,2024-02-01 20:15:00,2024-02-01 20:15:00,2024-02-01 20:16:00,224.0
count,2024-02-01 20:45:00,2024-02-01 20:45:00,2024-02-01 20:46:00,302.0
count,2024-02-01 21:15:00,2024-02-01 21:15:00,2024-02-01 21:16:00,398.0
count,2024-02-01 21:45:00,2024-02-01 21:45:00,2024-02-01 21:46:00,235.0
count,2024-02-01 22:30:00,2024-02-01 22:30:00,2024-02-01 22:31:00,319.0
count,2024-02-01 22:45:00,2024-02-01 22:45:00,2024-02-01 22:46:00,258.0
count,2024-02-02 00:30:00,2024-02-02 00:30:00,2024-02-02 00:31:00,142.0
count,2024-02-02 01:30:00,2024-02-02 01:30:00,2024-02-02 01:31:00,317.0
count,2024-02-02 01:45:00,2024-02-02 01:45:00,2024-02-02 01:46:00,474.0
count,2024-02-02 02:00:00,2024-02-02 02:00:00,2024-02-02 02:01:00,476.0
count,2024-02-02 02:45:00,2024-02-02 02:45:00,2024-02-02 02:46:00,87.0
count,2024-02-02 03:00:00,2024-02-02 03:00:00,2024-02-02 03:01:00,123.0
count,2024-02-02 03:45:00,2024-02-02 03:45:00,2024-02-02 03:46:00,305.0
count,2024-02-02 04:30:00,2024-02-02 04:30:00,2024-02-02 04:31:00,133.0
count,2024-02-02 05:30:00,2024-02-02 05:30:00,2024-02-02 05:31:00,440.0
count,2024-02-02 06:15:00,2024-02-02 06:15:00,2024-02-02 06:16:00,32.0
count,2024-02-02 07:15:00,2024-02-02 07:15:00,2024-02-02 07:16:00,301.0
count,2024-02-02 08:15:00,2024-02-02 08:15:00,2024-02-02 08:16:00,259.0
count,2024-02-02 08:30:00,2024-02-02 08:30:00,2024-02-02 08:31:00,123.0
count,2024-02-02 08:45:00,2024-02-02 08:45:00,2024-02-02 08:46:00,336.0
count,2024-02-02 09:30:00,2024-02-02 09:30:00,2024-02-02 09:31:00,28.0
count,2024-02-02 10:30:00,2024-02-02 10:30:00,2024-02-02 10:31:00,34.0
count,2024-02-02 11:15:00,2024-02-02 11:15:00,2024-02-02 11:16:00,94.0
count,2024-02-02 11:30:00,2024-02-02 11:30:00,2024-02-02 11:31:00,306.0
count,2024-02-02 12:00:00,2024-02-02 12:00:00,2024-02-02 12:01:00,170.0
count,2024-02-02 12:30:00,2024-02-02 12:30:00,2024-02-02 12:31:00,3.0
count,2024-02-02 12:45:00,2024-02-02 12:45:00,2024-02-02 12:46:00,28.0
count,2024-02-02 13:00:00,2024-02-02 13:00:00,2024-02-02 13:01:00,354.0
count,2024-02-02 13:15:00,2024-02-02 13:15:00,2024-02-02 13:16:00,357.0
count,2024-02-02 14:45:00,2024-02-02 14:45:00,2024-02-02 14:46:00,356.0
count,2024-02-02 15:00:00,2024-02-02 15:00:00,2024-02-02 15:01:00,369.0
count,2024-02-02 15:15:00,2024-02-02 15:15:00,2024-02-02 15:16:00,211.0
count,2024-02-02 15:30:00,2024-02-02 15:30:00,2024-02-02 15:31:00,43.0
count,2024-02-02 16:45:00,2024-02-02 16:45:00,2024-02-02 16:46:00,427.0
count,2024-02-02 17:15:00,2024-02-02 17:15:00,2024-02-02 17:16:00,206.0
count,2024-02-02 17:45:00,2024-02-02 17:45:00,2024-02-02 17:46:00,450.0
count,2024-02-02 18:00:00,2024-02-02 18:00:00,2024-02-02 18:01:00,325.0
count,2024-02-02 19:00:00,2024-02-02 19:00:00,2024-02-02 19:01:00,398.0
count,2024-02-02 19:15:00,2024-02-02 19:15:00,2024-02-02 19:16:00,162.0
count,2024-02-02 19:30:00,2024-02-02 19:30:00,2024-02-02 19:31:00,468.0
count,2024-02-02 19:45:00,2024-02-02 19:45:00,2024-02-02 19:46:00,454.0
count,2024-02-02 20:00:00,2024-02-02 20:00:00,2024-02-02 20:01:00,5.0
count,2024-02-02 20:30:00,2024-02-02 20:30:00,2024-02-02 20:31:00,192.0
count,2024-02-02 21:00:00,2024-02-02 21:00:00,2024-02-02 21:01:00,393.0
count,2024-02-02 21:45:00,2024-02-02 21:45:00,2024-02-02 21:46:00,160.0
count,2024-02-02 23:00:00,2024-02-02 23:00:00,2024-02-02 23:01:00,235.0
count,2024-02-02 23:15:00,2024-02-02 23:15:00,2024-02-02 23:16:00,229.0
count,2024-02-02 23:30:00,2024-02-02 23:30:00,2024-02-02 23:31:00,499.0
count,2024-02-02 23:45:00,2024-02-02 23:45:00,2024-02-02 23:46:00,103.0
count,2024-02-03 00:00:00,2024-02-03 00:00:00,2024-02-03 00:01:00,464.0
count,2024-02-03 00:15:00,2024-02-03 00:15:00,2024-02-03 00:16:00,247.0
count,2024-02-03 01:00:00,2024-02-03 01:00:00,2024-02-03 01:01:00,484.0
count,2024-02-03 01:15:00,2024-02-03 01:15:00,2024-02-03 01:16:00,283.0
count,2024-02-03 01:30:00,2024-02-03 01:30:00,2024-02-03 01:31:00,412.0
count,2024-02-03 02:30:00,2024-02-03 02:30:00,2024-02-03 02:31:00,475.0
count,2024-02-03 03:15:00,2024-02-03 03:15:00,2024-02-03 03:16:00,344.0
count,2024-02-03 03:45:00,2024-02-03 03:45:00,2024-02-03 03:46:00,20.0
count,2024-02-03 04:45:00,2024-02-03 04:45:00,2024-02-03 04:46:00,375.0
count,2024-02-03 05:30:00,2024-02-03 05:30:00,2024-02-03 05:31:00,191.0
count,2024-02-03 05:45:00,2024-02-03 05:45:00,2024-02-03 05:46:00,385.0
count,2024-02-03 06:00:00,2024-02-03 06:00:00,2024-02-03 06:01:00,421.0
count,2024-02-03 06:15:00,2024-02-03 06:15:00,2024-02-03 06:16:00,278.0
count,2024-02-03 07:00:00,2024-02-03 07:00:00,2024-02-03 07:01:00,63.0
count,2024-02-03 07:15:00,2024-02-03 07:15:00,2024-02-03 07:16:00,105.0
count,2024-02-03 07:30:00,2024-02-03 07:30:00,2024-02-03 07:31:00,405.0
count,2024-02-03 07:45:00,2024-02-03 07:45:00,2024-02-03 07:46:00,293.0
count,2024-02-03 08:00:00,2024-02-03 08:00:00,2024-02-03 08:01:00,64.0
count,2024-02-03 08:15:00,2024-02-03 08:15:00,2024-02-03 08:16:00,420.0
count,2024-02-03 08:30:00,2024-02-03 08:30:00,2024-02-03 08:31:00,76.0
count,2024-02-03 08:45:00,2024-02-03 08:45:00,2024-02-03 08:46:00,474.0
count,2024-02-03 09:00:00,2024-02-03 09:00:00,2024-02-03 09:01:00,395.0
count,2024-02-03 09:15:00,2024-02-03 09:15:00,2024-02-03 09:16:00,350.0
count,2024-02-03 09:30:00,2024-02-03 09:30:00,2024-02-03 09:31:00,474.0
count,2024-02-03 09:45:00,2024-02-03 09:45:00,2024-02-03 09:46:00,35.0
count,2024-02-03 10:00:00,2024-02-03 10:00:00,2024-02-03 10:01:00,495.0
count,2024-02-03 10:15:00,2024-02-03 10:15:00,2024-02-03 10:16:00,21.0
count,2024-02-03 10:30:00,2024-02-03 10:30:00,2024-02-03 10:31:00,470.0
count,2024-02-03 11:30:00,2024-02-03 11:30:00,2024-02-03 11:31:00,500.0
count,2024-02-03 12:15:00,2024-02-03 12:15:00,2024-02-03 12:16:00,473.0
count,2024-02-03 12:30:00,2024-02-03 12:30:00,2024-02-03 12:31:00,33.0
count,2024-02-03 13:30:00,2024-02-03 13:30:00,2024-02-03 13:31:00,388.0
count,2024-02-03 13:45:00,2024-02-03 13:45:00,2024-02-03 13:46:00,11.0
count,2024-02-03 14:00:00,2024-02-03 14:00:00,2024-02-03 14:01:00,141.0
count,2024-02-03 14:15:00,2024-02-03 14:15:00,2024-02-03 14:16:00,498.0
count,2024-02-03 14:30:00,2024-02-03 14:30:00,2024-02-03 14:31:00,344.0
count,2024-02-03 14:45:00,2024-02-03 14:45:00,2024-02-03 14:46:00,204.0
count,2024-02-03 15:00:00,2024-02-03 15:00:00,2024-02-03 15:01:00,183.0
count,2024-02-03 15:15:00,2024-02-03 15:15:00,2024-02-03 15:16:00,371.0
count,2024-02-03 15:30:00,2024-02-03 15:30:00,2024-02-03 15:31:00,118.0
count,2024-02-03 16:00:00,2024-02-03 16:00:00,2024-02-03 16:01:00,61.0
count,2024-02-03 17:00:00,2024-02-03 17:00:00,2024-02-03 17:01:00,452.0
count,2024-02-03 17:15:00,2024-02-03 17:15:00,2024-02-03 17:16:00,497.0
count,2024-02-03 17:45:00,2024-02-03 17:45:00,2024-02-03 17:46:00,402.0
count,2024-02-03 18:15:00,2024-02-03 18:15:00,2024-02-03 18:16:00,183.0
count,2024-02-03 18:30:00,2024-02-03 18:30:00,2024-02-03 18:31:00,75.0
count,2024-02-03 18:45:00,2024-02-03 18:45:00,2024-02-03 18:46:00,26.0
count,2024-02-03 19:30:00,2024-02-03 19:30:00,2024-02-03 19:31:00,119.0
count,2024-02-03 20:00:00,2024-02-03 20:00:00,2024-02-03 20:01:00,466.0
count,2024-02-03 20:15:00,2024-02-03 20:15:00,2024-02-03 20:16:00,82.0
count,2024-02-03 23:15:00,2024-02-03 23:15:00,2024-02-03 23:16:00,123.0
count,2024-02-04 00:00:00,2024-02-04 00:00:00,2024-02-04 00:01:00,341.0
count,2024-02-04 00:15:00,2024-02-04 00:15:00,2024-02-04 00:16:00,408.0
count,2024-02-04 02:00:00,2024-02-04 02:00:00,2024-02-04 02:01:00,238.0
count,2024-02-04 02:30:00,2024-02-04 02:30:00,2024-02-04 02:31:00,244.0
count,2024-02-04 02:45:00,2024-02-04 02:45:00,2024-02-04 02:46:00,356.0
count,2024-02-04 03:15:00,2024-02-04 03:15:00,2024-02-04 03:16:00,326.0
count,2024-02-04 04:00:00,2024-02-04 04:00:00,2024-02-04 04:01:00,387.0
count,2024-02-04 04:15:00,2024-02-04 04:15:00,2024-02-04 04:16:00,133.0
count,2024-02-04 05:00:00,2024-02-04 05:00:00,2024-02-04 05:01:00,491.0
count,2024-02-04 06:30:00,2024-02-04 06:30:00,2024-02-04 06:31:00,219.0
count,2024-02-04 06:45:00,2024-02-04 06:45:00,2024-02-04 06:46:00,320.0
count,2024-02-04 07:30:00,2024-02-04 07:30:00,2024-02-04 07:31:00,478.0
count,2024-02-04 07:45:00,2024-02-04 07:45:00,2024-02-04 07:46:00,115.0
count,2024-02-04 08:00:00,2024-02-04 08:00:00,2024-02-04 08:01:00,355.0
count,2024-02-04 08:30:00,2024-02-04 08:30:00,2024-02-04 08:31:00,379.0
count,2024-02-04 09:15:00,2024-02-04 09:15:00,2024-02-04 09:16:00,146.0
count,2024-02-04 09:45:00,2024-02-04 09:45:00,2024-02-04 09:46:00,401.0
count,2024-02-04 10:00:00,2024-02-04 10:00:00,2024-02-04 10:01:00,392.0
count,2024-02-04 10:30:00,2024-02-04 10:30:00,2024-02-04 10:31:00,174.0
count,2024-02-04 10:45:00,2024-02-04 10:45:00,2024-02-04 10:46:00,399.0
count,2024-02-04 11:00:00,2024-02-04 11:00:00,2024-02-04 11:01:00,323.0
count,2024-02-04 11:15:00,2024-02-04 11:15:00,2024-02-04 11:16:00,406.0
count,2024-02-04 11:30:00,2024-02-04 11:30:00,2024-02-04 11:31:00,50.0
count,2024-02-04 11:45:00,2024-02-04 11:45:00,2024-02-04 11:46:00,235.0
count,2024-02-04 12:15:00,2024-02-04 12:15:00,2024-02-04 12:16:00,268.0
count,2024-02-04 12:45:00,2024-02-04 12:45:00,2024-02-04 12:46:00,284.0
count,2024-02-04 13:00:00,2024-02-04 13:00:00,2024-02-04 13:01:00,400.0
count,2024-02-04 13:30:00,2024-02-04 13:30:00,2024-02-04 13:31:00,417.0
count,2024-02-04 13:45:00,2024-02-04 13:45:00,2024-02-04 13:46:00,498.0
count,2024-02-04 14:45:00,2024-02-04 14:45:00,2024-02-04 14:46:00,445.0
count,2024-02-04 15:00:00,2024-02-04 15:00:00,2024-02-04 15:01:00,443.0
count,2024-02-04 15:15:00,2024-02-04 15:15:00,2024-02-04 15:16:00,444.0
count,2024-02-04 15:30:00,2024-02-04 15:30:00,2024-02-04 15:31:00,350.0
count,2024-02-04 16:00:00,2024-02-04 16:00:00,2024-02-04 16:01:00,141.0
count,2024-02-04 16:15:00,2024-02-04 16:15:00,2024-02-04 16:16:00,100.0
count,2024-02-04 18:00:00,2024-02-04 18:00:00,2024-02-04 18:01:00,465.0
count,2024-02-04 18:45:00,2024-02-04 18:45:00,2024-02-04 18:46:00,476.0
count,2024-02-04 19:00:00,2024-02-04 19:00:00,2024-02-04 19:01:00,211.0
count,2024-02-04 19:15:00,2024-02-04 19:15:00,2024-02-04 19:16:00,149.0
count,2024-02-04 19:30:00,2024-02-04 19:30:00,2024-02-04 19:31:00,381.0
count,2024-02-04 20:15:00,2024-02-04 20:15:00,2024-02-04 20:16:00,47.0
count,2024-02-04 20:30:00,2024-02-04 20:30:00,2024-02-04 20:31:00,332.0
count,2024-02-04 21:15:00,2024-02-04 21:15:00,2024-02-04 21:16:00,350.0
count,2024-02-04 21:30:00,2024-02-04 21:30:00,2024-02-04 21:31:00,257.0
count,2024-02-04 21:45:00,2024-02-04 21:45:00,2024-02-04 21:46:00,335.0
count,2024-02-04 22:15:00,2024-02-04 22:15:00,2024-02-04 22:16:00,307.0
count,2024-02-04 23:15:00,2024-02-04 23:15:00,2024-02-04 23:16:00,287.0
count,2024-02-04 23:30:00,2024-02-04 23:30:00,2024-02-04 23:31:00,62.0
count,2024-02-05 00:00:00,2024-02-05 00:00:00,2024-02-05 00:01:00,238.0
count,2024-02-05 00:15:00,2024-02-05 00:15:00,2024-02-05 00:16:00,370.0
