unit,timestamp,start,end,value
m,2024-01-30 11:15:00,2024-01-30 11:15:00,2024-01-30 11:16:00,24.84076252229444
m,2024-01-30 11:30:00,2024-01-30 11:30:00,2024-01-30 11:31:00,3.4142446313446766
m,2024-01-30 12:00:00,2024-01-30 12:00:00,2024-01-30 12:01:00,26.583076211691917
m,2024-01-30 12:15:00,2024-01-30 12:15:00,2024-01-30 12:16:00,21.539648406353297
m,2024-01-30 12:30:00,2024-01-30 12:30:00,2024-01-30 12:31:00,40.03684525731757
m,2024-01-30 12:45:00,2024-01-30 12:45:00,2024-01-30 12:46:00,27.509012326143047
m,2024-01-30 13:00:00,2024-01-30 13:00:00,2024-01-30 13:01:00,20.51458389518014
m,2024-01-30 13:15:00,2024-01-30 13:15:00,2024-01-30 13:16:00,22.55112358273842
m,2024-01-30 13:30:00,2024-01-30 13:30:00,2024-01-30 13:31:00,93.25295953469664
m,2024-01-30 13:45:00,2024-01-30 13:45:00,2024-01-30 13:46:00,16.131069476568783
m,2024-01-30 14:45:00,2024-01-30 14:45:00,2024-01-30 14:46:00,40.59123302766657
m,2024-01-30 15:00:00,2024-01-30 15:00:00,2024-01-30 15:01:00,34.63944757950366
m,2024-01-30 16:00:00,2024-01-30 16:00:00,2024-01-30 16:01:00,65.43472647373451
m,2024-01-30 16:15:00,2024-01-30 16:15:00,2024-01-30 16:16:00,14.076718962890268
m,2024-01-30 16:45:00,2024-01-30 16:45:00,2024-01-30 16:46:00,13.149426456633286
m,2024-01-30 17:00:00,2024-01-30 17:00:00,2024-01-30 17:01:00,68.72377843121656
m,2024-01-30 17:15:00,2024-01-30 17:15:00,2024-01-30 17:16:00,31.29046580923877
m,2024-01-30 17:30:00,2024-01-30 17:30:00,2024-01-30 17:31:00,44.060818770841166
m,2024-01-30 17:45:00,2024-01-30 17:45:00,2024-01-30 17:46:00,46.57772508210751
m,2024-01-30 18:30:00,2024-01-30 18:30:00,2024-01-30 18:31:00,39.09043159561629
m,2024-01-30 18:45:00,2024-01-30 18:45:00,2024-01-30 18:46:00,83.55294027081847
m,2024-01-30 19:15:00,2024-01-30 19:15:00,2024-01-30 19:16:00,33.382967906966066
m,2024-01-30 19:30:00,2024-01-30 19:30:00,2024-01-30 19:31:00,52.97208971636516
m,2024-01-30 20:15:00,2024-01-30 20:15:00,2024-01-30 20:16:00,96.98313487650007
m,2024-01-30 20:45:00,2024-01-30 20:45:00,2024-01-30 20:46:00,37.55455277020015
m,2024-01-30 21:30:00,2024-01-30 21:30:00,2024-01-30 21:31:00,84.39844482614654
m,2024-01-30 22:00:00,2024-01-30 22:00:00,2024-01-30 22:01:00,70.88863669159562
m,2024-01-30 23:15:00,2024-01-30 23:15:00,2024-01-30 23:16:00,3.3598238002881087
m,2024-01-30 23:30:00,2024-01-30 23:30:00,2024-01-30 23:31:00,3.736264965882741
m,2024-01-30 23:45:00,2024-01-30 23:45:00,2024-01-30 23:46:00,3.12318713886951
m,2024-01-31 00:00:00,2024-01-31 00:00:00,2024-01-31 00:01:00,43.57975103234464
m,2024-01-31 00:15:00,2024-01-31 00:15:00,2024-01-31 00:16:00,95.18111885160556
m,2024-01-31 01:00:00,2024-01-31 01:00:00,2024-01-31 01:01:00,99.20574888640508
m,2024-01-31 01:45:00,2024-01-31 01:45:00,2024-01-31 01:46:00,4.878054460629566
m,2024-01-31 02:15:00,2024-01-31 02:15:00,2024-01-31 02:16:00,16.80671564079591
m,2024-01-31 03:00:00,2024-01-31 03:00:00,2024-01-31 03:01:00,36.32049583144229
m,2024-01-31 03:30:00,2024-01-31 03:30:00,2024-01-31 03:31:00,46.6420242675864
m,2024-01-31 03:45:00,2024-01-31 03:45:00,2024-01-31 03:46:00,11.336816903015258
m,2024-01-31 04:00:00,2024-01-31 04:00:00,2024-01-31 04:01:00,25.227972353863027
m,2024-01-31 05:00:00,2024-01-31 05:00:00,2024-01-31 05:01:00,32.27997507249083
m,2024-01-31 05:15:00,2024-01-31 05:15:00,2024-01-31 05:16:00,36.37343878694512
m,2024-01-31 07:15:00,2024-01-31 07:15:00,2024-01-31 07:16:00,89.43071757801502
m,2024-01-31 08:15:00,2024-01-31 08:15:00,2024-01-31 08:16:00,99.59627767749458
m,2024-01-31 08:30:00,2024-01-31 08:30:00,2024-01-31 08:31:00,67.0150787735541
m,2024-01-31 09:00:00,2024-01-31 09:00:00,2024-01-31 09:01:00,21.875519857473627
m,2024-01-31 09:30:00,2024-01-31 09:30:00,2024-01-31 09:31:00,27.120324979820435
m,2024-01-31 10:00:00,2024-01-31 10:00:00,2024-01-31 10:01:00,75.06957579743201
m,2024-01-31 11:00:00,2024-01-31 11:00:00,2024-01-31 11:01:00,61.32969952858534
m,2024-01-31 11:30:00,2024-01-31 11:30:00,2024-01-31 11:31:00,84.53530260400389
m,2024-01-31 12:00:00,2024-01-31 12:00:00,2024-01-31 12:01:00,26.902380355727043
m,2024-01-31 12:15:00,2024-01-31 12:15:00,2024-01-31 12:16:00,76.93799820123594
m,2024-01-31 14:00:00,2024-01-31 14:00:00,2024-01-31 14:01:00,44.62127115232533
m,2024-01-31 14:15:00,2024-01-31 14:15:00,2024-01-31 14:16:00,6.815172194064467
m,2024-01-31 14:30:00,2024-01-31 14:30:00,2024-01-31 14:31:00,0.5198509054951672
m,2024-01-31 14:45:00,2024-01-31 14:45:00,2024-01-31 14:46:00,26.031993137382173
m,2024-01-31 15:30:00,2024-01-31 15:30:00,2024-01-31 15:31:00,69.32785322362052
m,2024-01-31 15:45:00,2024-01-31 15:45:00,2024-01-31 15:46:00,72.89729344052843
m,2024-01-31 16:00:00,2024-01-31 16:00:00,2024-01-31 16:01:00,35.08049998683397
m,2024-01-31 16:15:00,2024-01-31 16:15:00,2024-01-31 16:16:00,64.77328544387248
m,2024-01-31 16:30:00,2024-01-31 16:30:00,2024-01-31 16:31:00,23.187061476593357
m,2024-01-31 17:30:00,2024-01-31 17:30:00,2024-01-31 17:31:00,52.49196497413321
m,2024-01-31 18:00:00,2024-01-31 18:00:00,2024-01-31 18:01:00,75.15294188816674
m,2024-01-31 18:30:00,2024-01-31 18:30:00,2024-01-31 18:31:00,59.48956407063332
m,2024-01-31 18:45:00,2024-01-31 18:45:00,2024-01-31 18:46:00,74.34948831342984
m,2024-01-31 19:00:00,2024-01-31 19:00:00,2024-01-31 19:01:00,98.73801395997606
m,2024-01-31 19:15:00,2024-01-31 19:15:00,2024-01-31 19:16:00,94.95782219472537
m,2024-01-31 20:00:00,2024-01-31 20:00:00,2024-01-31 20:01:00,75.17005595249064
m,2024-01-31 20:30:00,2024-01-31 20:30:00,2024-01-31 20:31:00,70.88971794660988
m,2024-01-31 21:30:00,2024-01-31 21:30:00,2024-01-31 21:31:00,8.483439959109408
m,2024-01-31 22:00:00,2024-01-31 22:00:00,2024-01-31 22:01:00,57.44031085320254
m,2024-01-31 22:15:00,2024-01-31 22:15:00,2024-01-31 22:16:00,8.509274790375487
m,2024-01-31 22:45:00,2024-01-31 22:45:00,2024-01-31 22:46:00,57.246565368262445
m,2024-01-31 23:30:00,2024-01-31 23:30:00,2024-01-31 23:31:00,16.529733985411056
m,2024-01-31 23:45:00,2024-01-31 23:45:00,2024-01-31 23:46:00,6.149660621180543
m,2024-02-01 00:00:00,2024-02-01 00:00:00,2024-02-01 00:01:00,89.12714335172961
m,2024-02-01 01:00:00,2024-02-01 01:00:00,2024-02-01 01:01:00,5.572248791303226
m,2024-02-01 01:45:00,2024-02-01 01:45:00,2024-02-01 01:46:00,81.19977564725366
m,2024-02-01 02:30:00,2024-02-01 02:30:00,2024-02-01 02:31:00,17.23036758348793
m,2024-02-01 02:45:00,2024-02-01 02:45:00,2024-02-01 02:46:00,9.859205344866307
m,2024-02-01 03:00:00,2024-02-01 03:00:00,2024-02-01 03:01:00,39.05314239949946
m,2024-02-01 03:15:00,2024-02-01 03:15:00,2024-02-01 03:16:00,93.1955502219417
m,2024-02-01 04:45:00,2024-02-01 04:45:00,2024-02-01 04:46:00,32.91029894481618
m,2024-02-01 05:00:00,2024-02-01 05:00:00,2024-02-01 05:01:00,74.58234637850995
m,2024-02-01 06:15:00,2024-02-01 06:15:00,2024-02-01 06:16:00,4.241201030968811
m,2024-02-01 06:30:00,2024-02-01 06:30:00,2024-02-01 06:31:00,49.04908651335027
m,2024-02-01 06:45:00,2024-02-01 06:45:00,2024-02-01 06:46:00,98.48726055650252
m,2024-02-01 08:15:00,2024-02-01 08:15:00,2024-02-01 08:16:00,37.68725893177269
m,2024-02-01 08:30:00,2024-02-01 08:30:00,2024-02-01 08:31:00,31.09148633356892
m,2024-02-01 08:45:00,2024-02-01 08:45:00,2024-02-01 08:46:00,64.02216873729043
m,2024-02-01 09:00:00,2024-02-01 09:00:00,2024-02-01 09:01:00,43.4450078964687
m,2024-02-01 09:15:00,2024-02-01 09:15:00,2024-02-01 09:16:00,73.35237949137756
m,2024-02-01 10:15:00,2024-02-01 10:15:00,2024-02-01 10:16:00,52.090974844255584
m,2024-02-01 11:00:00,2024-02-01 11:00:00,2024-02-01 11:01:00,87.93076630238365
m,2024-02-01 12:15:00,2024-02-01 12:15:00,2024-02-01 12:16:00,31.788959715049916
m,2024-02-01 12:30:00,2024-02-01 12:30:00,2024-02-01 12:31:00,85.00386169209688
m,2024-02-01 12:45:00,2024-02-01 12:45:00,2024-02-01 12:46:00,45.22679424903528
m,2024-02-01 13:45:00,2024-02-01 13:45:00,2024-02-01 13:46:00,94.70893622111087
m,2024-02-01 14:00:00,2024-02-01 14:00:00,2024-02-01 14:01:00,20.204461554155163
m,2024-02-01 14:45:00,2024-02-01 14:45:00,2024-02-01 14:46:00,75.74664215590492
m,2024-02-01 15:15:00,2024-02-01 15:15:00,2024-02-01 15:16:00,33.06249703273367
m,2024-02-01 15:30:00,2024-02-01 15:30:00,2024-02-01 15:31:00,78.9409276911815
m,2024-02-01 16:00:00,2024-02-01 16:00:00,2024-02-01 16:01:00,19.70575123713145
m,2024-02-01 16:15:00,2024-02-01 16:15:00,2024-02-01 16:16:00,7.123652133098602
m,2024-02-01 16:30:00,2024-02-01 16:30:00,2024-02-01 16:31:00,79.61820182614555
m,2024-02-01 17:00:00,2024-02-01 17:00:00,2024-02-01 17:01:00,53.90685184444427
m,2024-02-01 17:30:00,2024-02-01 17:30:00,2024-02-01 17:31:00,65.72479043172382
m,2024-02-01 18:15:00,2024-02-01 18:15:00,2024-02-01 18:16:00,33.62285979794782
m,2024-02-01 18:30:00,2024-02-01 18:30:00,2024-02-01 18:31:00,60.45932315910214
m,2024-02-01 19:00:00,2024-02-01 19:00:00,2024-02-01 19:01:00,58.33267581452496
m,2024-02-01 19:15:00,2024-02-01 19:15:00,2024-02-01 19:16:00,33.15801701419694
m,2024-02-01 19:30:00,2024-02-01 19:30:00,2024-02-01 19:31:00,96.30705134473196
m,2024-02-01 19:45:00,2024-02-01 19:45:00,2024-02-01 19:46:00,34.38956955355051
m,2024-02-01 20:15:00,2024-02-01 20:15:00,2024-02-01 20:16:00,67.09244571274148
m,2024-02-01 20:45:00,2024-02-01 20:45:00,2024-02-01 20:46:00,76.55439600298153
m,2024-02-01 21:15:00,2024-02-01 21:15:00,2024-02-01 21:16:00,21.02445844880574
m,2024-02-01 22:00:00,2024-02-01 22:00:00,2024-02-01 22:01:00,60.1655708526438
m,2024-02-01 22:45:00,2024-02-01 22:45:00,2024-02-01 22:46:00,53.05836094837013
m,2024-02-01 23:30:00,2024-02-01 23:30:00,2024-02-01 23:31:00,32.417700946453294
m,2024-02-02 00:30:00,2024-02-02 00:30:00,2024-02-02 00:31:00,72.53140630380439
m,2024-02-02 01:00:00,2024-02-02 01:00:00,2024-02-02 01:01:00,9.33731172572566
m,2024-02-02 01:15:00,2024-02-02 01:15:00,2024-02-02 01:16:00,16.49042112861574
m,2024-02-02 01:45:00,2024-02-02 01:45:00,2024-02-02 01:46:00,84.5433044936649
m,2024-02-02 02:00:00,2024-02-02 02:00:00,2024-02-02 02:01:00,79.20847275579331
m,2024-02-02 02:15:00,2024-02-02 02:15:00,2024-02-02 02:16:00,81.02950456195026
m,2024-02-02 02:45:00,2024-02-02 02:45:00,2024-02-02 02:46:00,14.488897881640206
m,2024-02-02 03:00:00,2024-02-02 03:00:00,2024-02-02 03:01:00,41.03830192748786
m,2024-02-02 03:15:00,2024-02-02 03:15:00,2024-02-02 03:16:00,0.4327400689252525
m,2024-02-02 04:15:00,2024-02-02 04:15:00,2024-02-02 04:16:00,4.842070283136858
m,2024-02-02 04:30:00,2024-02-02 04:30:00,2024-02-02 04:31:00,90.38948643874168
m,2024-02-02 05:15:00,2024-02-02 05:15:00,2024-02-02 05:16:00,64.9534602767534
m,2024-02-02 05:30:00,2024-02-02 05:30:00,2024-02-02 05:31:00,44.6050130462303
m,2024-02-02 06:00:00,2024-02-02 06:00:00,2024-02-02 06:01:00,77.85639639118665
m,2024-02-02 06:30:00,2024-02-02 06:30:00,2024-02-02 06:31:00,87.97554873535928
m,2024-02-02 06:45:00,2024-02-02 06:45:00,2024-02-02 06:46:00,1.0819378965744255
m,2024-02-02 07:15:00,2024-02-02 07:15:00,2024-02-02 07:16:00,90.5828603704687
m,2024-02-02 08:45:00,2024-02-02 08:45:00,2024-02-02 08:46:00,98.47283226360834
m,2024-02-02 09:15:00,2024-02-02 09:15:00,2024-02-02 09:16:00,56.12655776835184
m,2024-02-02 10:30:00,2024-02-02 10:30:00,2024-02-02 10:31:00,37.23579604231458
m,2024-02-02 10:45:00,2024-02-02 10:45:00,2024-02-02 10:46:00,53.53142797558794
m,2024-02-02 11:30:00,2024-02-02 11:30:00,2024-02-02 11:31:00,46.47666766263874
m,2024-02-02 11:45:00,2024-02-02 11:45:00,2024-02-02 11:46:00,26.65883786050919
m,2024-02-02 12:45:00,2024-02-02 12:45:00,2024-02-02 12:46:00,85.87112491759315
m,2024-02-02 13:00:00,2024-02-02 13:00:00,2024-02-02 13:01:00,97.30420011178296
m,2024-02-02 14:00:00,2024-02-02 14:00:00,2024-02-02 14:01:00,78.29756138874588
m,2024-02-02 14:15:00,2024-02-02 14:15:00,2024-02-02 14:16:00,95.7197119620391
m,2024-02-02 14:45:00,2024-02-02 14:45:00,2024-02-02 14:46:00,30.61080533289268
m,2024-02-02 15:00:00,2024-02-02 15:00:00,2024-02-02 15:01:00,92.62709132798392
m,2024-02-02 16:30:00,2024-02-02 16:30:00,2024-02-02 16:31:00,97.7874456993132
m,2024-02-02 17:30:00,2024-02-02 17:30:00,2024-02-02 17:31:00,14.06950273570573
m,2024-02-02 18:15:00,2024-02-02 18:15:00,2024-02-02 18:16:00,17.773835729651513
m,2024-02-02 18:45:00,2024-02-02 18:45:00,2024-02-02 18:46:00,21.79262076762292
m,2024-02-02 19:00:00,2024-02-02 19:00:00,2024-02-02 19:01:00,37.04665431131386
m,2024-02-02 19:15:00,2024-02-02 19:15:00,2024-02-02 19:16:00,54.53420514513455
m,2024-02-02 19:30:00,2024-02-02 19:30:00,2024-02-02 19:31:00,61.54384501359157
m,2024-02-02 19:45:00,2024-02-02 19:45:00,2024-02-02 19:46:00,47.9025843560518
m,2024-02-02 20:30:00,2024-02-02 20:30:00,2024-02-02 20:31:00,18.167114288443237
m,2024-02-02 21:00:00,2024-02-02 21:00:00,2024-02-02 21:01:00,89.83088551438368
m,2024-02-02 21:45:00,2024-02-02 21:45:00,2024-02-02 21:46:00,65.10796972161383
m,2024-02-02 22:15:00,2024-02-02 22:15:00,2024-02-02 22:16:00,53.93023085213786
m,2024-02-02 22:45:00,2024-02-02 22:45:00,2024-02-02 22:46:00,3.417164351214109
m,2024-02-02 23:00:00,2024-02-02 23:00:00,2024-02-02 23:01:00,38.50197117251575
m,2024-02-02 23:30:00,2024-02-02 23:30:00,2024-02-02 23:31:00,99.76879410879953
m,2024-02-02 23:45:00,2024-02-02 23:45:00,2024-02-02 23:46:00,45.75687588956684
m,2024-02-03 01:15:00,2024-02-03 01:15:00,2024-02-03 01:16:00,59.36326777299329
m,2024-02-03 01:30:00,2024-02-03 01:30:00,2024-02-03 01:31:00,44.89977171269481
m,2024-02-03 02:15:00,2024-02-03 02:15:00,2024-02-03 02:16:00,86.81253980942978
m,2024-02-03 02:45:00,2024-02-03 02:45:00,2024-02-03 02:46:00,23.4231791468342
m,2024-02-03 03:15:00,2024-02-03 03:15:00,2024-02-03 03:16:00,12.987346066779203
m,2024-02-03 03:30:00,2024-02-03 03:30:00,2024-02-03 03:31:00,50.42827464657589
m,2024-02-03 04:15:00,2024-02-03 04:15:00,2024-02-03 04:16:00,31.19626294344968
m,2024-02-03 05:15:00,2024-02-03 05:15:00,2024-02-03 05:16:00,74.78473881598062
m,2024-02-03 05:30:00,2024-02-03 05:30:00,2024-02-03 05:31:00,84.45162070815526
m,2024-02-03 06:30:00,2024-02-03 06:30:00,2024-02-03 06:31:00,26.90270563112217
m,2024-02-03 07:00:00,2024-02-03 07:00:00,2024-02-03 07:01:00,80.82297914108555
m,2024-02-03 07:15:00,2024-02-03 07:15:00,2024-02-03 07:16:00,30.13971445518485
m,2024-02-03 07:30:00,2024-02-03 07:30:00,2024-02-03 07:31:00,7.362731023524505
m,2024-02-03 08:15:00,2024-02-03 08:15:00,2024-02-03 08:16:00,94.9491453629834
m,2024-02-03 08:30:00,2024-02-03 08:30:00,2024-02-03 08:31:00,35.837485202486434
m,2024-02-03 08:45:00,2024-02-03 08:45:00,2024-02-03 08:46:00,28.38410855633146
m,2024-02-03 09:15:00,2024-02-03 09:15:00,2024-02-03 09:16:00,81.64257202922222
m,2024-02-03 09:30:00,2024-02-03 09:30:00,2024-02-03 09:31:00,91.26150132329212
m,2024-02-03 10:00:00,2024-02-03 10:00:00,2024-02-03 10:01:00,97.73374147404267
m,2024-02-03 10:15:00,2024-02-03 10:15:00,2024-02-03 10:16:00,70.3261728999941
m,2024-02-03 11:15:00,2024-02-03 11:15:00,2024-02-03 11:16:00,54.86573145953466
m,2024-02-03 11:30:00,2024-02-03 11:30:00,2024-02-03 11:31:00,38.24462051989754
m,2024-02-03 11:45:00,2024-02-03 11:45:00,2024-02-03 11:46:00,90.26902775692696
m,2024-02-03 12:15:00,2024-02-03 12:15:00,2024-02-03 12:16:00,1.654303572284188
m,2024-02-03 12:30:00,2024-02-03 12:30:00,2024-02-03 12:31:00,63.898580856410746
m,2024-02-03 15:00:00,2024-02-03 15:00:00,2024-02-03 15:01:00,50.09649689340719
m,2024-02-03 15:15:00,2024-02-03 15:15:00,2024-02-03 15:16:00,53.71759461583432
m,2024-02-03 15:30:00,2024-02-03 15:30:00,2024-02-03 15:31:00,84.69965304145958
m,2024-02-03 15:45:00,2024-02-03 15:45:00,2024-02-03 15:46:00,89.2254979312609
m,2024-02-03 16:15:00,2024-02-03 16:15:00,2024-02-03 16:16:00,77.23637282127592
m,2024-02-03 16:45:00,2024-02-03 16:45:00,2024-02-03 16:46:00,31.176479551068017
m,2024-02-03 17:00:00,2024-02-03 17:00:00,2024-02-03 17:01:00,46.94323265160805
m,2024-02-03 17:30:00,2024-02-03 17:30:00,2024-02-03 17:31:00,7.837839819949932
m,2024-02-03 17:45:00,2024-02-03 17:45:00,2024-02-03 17:46:00,68.25790535679023
m,2024-02-03 18:00:00,2024-02-03 18:00:00,2024-02-03 18:01:00,15.88617904256423
m,2024-02-03 18:15:00,2024-02-03 18:15:00,2024-02-03 18:16:00,81.61951349850321
m,2024-02-03 18:45:00,2024-02-03 18:45:00,2024-02-03 18:46:00,15.057537461960855
m,2024-02-03 19:00:00,2024-02-03 19:00:00,2024-02-03 19:01:00,88.47360272484052
m,2024-02-03 19:30:00,2024-02-03 19:30:00,2024-02-03 19:31:00,14.894423567887983
m,2024-02-03 19:45:00,2024-02-03 19:45:00,2024-02-03 19:46:00,0.1116728887301299
m,2024-02-03 20:45:00,2024-02-03 20:45:00,2024-02-03 20:46:00,38.57265282900495
m,2024-02-03 21:00:00,2024-02-03 21:00:00,2024-02-03 21:01:00,81.75951459430587
m,2024-02-03 21:30:00,2024-02-03 21:30:00,2024-02-03 21:31:00,56.39442032383214
m,2024-02-03 21:45:00,2024-02-03 21:45:00,2024-02-03 21:46:00,50.722431370138025
m,2024-02-03 22:00:00,2024-02-03 22:00:00,2024-02-03 22:01:00,30.93517690466342
m,2024-02-03 23:00:00,2024-02-03 23:00:00,2024-02-03 23:01:00,1.329062616014287
m,2024-02-03 23:15:00,2024-02-03 23:15:00,2024-02-03 23:16:00,9.581234901583391
m,2024-02-03 23:30:00,2024-02-03 23:30:00,2024-02-03 23:31:00,65.85959096458245
m,2024-02-04 00:15:00,2024-02-04 00:15:00,2024-02-04 00:16:00,11.366381994178242
m,2024-02-04 00:45:00,2024-02-04 00:45:00,2024-02-04 00:46:00,9.979018973879915
m,2024-02-04 01:15:00,2024-02-04 01:15:00,2024-02-04 01:16:00,24.01639869157828
m,2024-02-04 02:15:00,2024-02-04 02:15:00,2024-02-04 02:16:00,47.89826350459845
m,2024-02-04 02:45:00,2024-02-04 02:45:00,2024-02-04 02:46:00,11.552837268456903
m,2024-02-04 03:00:00,2024-02-04 03:00:00,2024-02-04 03:01:00,56.25878492427453
m,2024-02-04 03:15:00,2024-02-04 03:15:00,2024-02-04 03:16:00,6.698564343924918
m,2024-02-04 03:30:00,2024-02-04 03:30:00,2024-02-04 03:31:00,35.15526691879419
m,2024-02-04 03:45:00,2024-02-04 03:45:00,2024-02-04 03:46:00,98.33148669365332
m,2024-02-04 04:00:00,2024-02-04 04:00:00,2024-02-04 04:01:00,36.89880765401021
m,2024-02-04 04:30:00,2024-02-04 04:30:00,2024-02-04 04:31:00,52.2744895141081
m,2024-02-04 05:30:00,2024-02-04 05:30:00,2024-02-04 05:31:00,74.800554250138
m,2024-02-04 06:15:00,2024-02-04 06:15:00,2024-02-04 06:16:00,22.92905982276679
m,2024-02-04 07:30:00,2024-02-04 07:30:00,2024-02-04 07:31:00,55.88771756275796
m,2024-02-04 07:45:00,2024-02-04 07:45:00,2024-02-04 07:46:00,96.61204293472451
m,2024-02-04 08:00:00,2024-02-04 08:00:00,2024-02-04 08:01:00,67.03252089952744
m,2024-02-04 08:15:00,2024-02-04 08:15:00,2024-02-04 08:16:00,23.839209909880587
m,2024-02-04 08:30:00,2024-02-04 08:30:00,2024-02-04 08:31:00,79.74368651867144
m,2024-02-04 09:15:00,2024-02-04 09:15:00,2024-02-04 09:16:00,73.11329443888319
m,2024-02-04 09:30:00,2024-02-04 09:30:00,2024-02-04 09:31:00,6.365936630976666
m,2024-02-04 09:45:00,2024-02-04 09:45:00,2024-02-04 09:46:00,18.32880641843293
m,2024-02-04 10:00:00,2024-02-04 10:00:00,2024-02-04 10:01:00,31.44496348910725
m,2024-02-04 10:30:00,2024-02-04 10:30:00,2024-02-04 10:31:00,87.48338365708408
m,2024-02-04 11:00:00,2024-02-04 11:00:00,2024-02-04 11:01:00,27.654428822802046
m,2024-02-04 11:45:00,2024-02-04 11:45:00,2024-02-04 11:46:00,21.075806758893144
m,2024-02-04 12:00:00,2024-02-04 12:00:00,2024-02-04 12:01:00,89.68988806644398
m,2024-02-04 12:15:00,2024-02-04 12:15:00,2024-02-04 12:16:00,21.81939573179883
m,2024-02-04 13:00:00,2024-02-04 13:00:00,2024-02-04 13:01:00,60.24420976841421
m,2024-02-04 13:15:00,2024-02-04 13:15:00,2024-02-04 13:16:00,47.14278647834399
m,2024-02-04 14:00:00,2024-02-04 14:00:00,2024-02-04 14:01:00,7.226470405700936
m,2024-02-04 14:30:00,2024-02-04 14:30:00,2024-02-04 14:31:00,20.697180527127337
m,2024-02-04 15:00:00,2024-02-04 15:00:00,2024-02-04 15:01:00,13.308154187524558
m,2024-02-04 15:15:00,2024-02-04 15:15:00,2024-02-04 15:16:00,45.90257725409679
m,2024-02-04 16:00:00,2024-02-04 16:00:00,2024-02-04 16:01:00,80.58648919930906
m,2024-02-04 16:15:00,2024-02-04 16:15:00,2024-02-04 16:16:00,52.91595364185808
m,2024-02-04 16:30:00,2024-02-04 16:30:00,2024-02-04 16:31:00,77.12750694746407
m,2024-02-04 16:45:00,2024-02-04 16:45:00,2024-02-04 16:46:00,5.948627629942371
m,2024-02-04 17:00:00,2024-02-04 17:00:00,2024-02-04 17:01:00,71.99289547642049
m,2024-02-04 17:15:00,2024-02-04 17:15:00,2024-02-04 17:16:00,52.25820868763204
m,2024-02-04 17:30:00,2024-02-04 17:30:00,2024-02-04 17:31:00,93.71768333662988
m,2024-02-04 17:45:00,2024-02-04 17:45:00,2024-02-04 17:46:00,72.44749761815423
m,2024-02-04 18:00:00,2024-02-04 18:00:00,2024-02-04 18:01:00,61.66575470170663
